"","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15"
"2484",1,4,2,2,3,1,1,1,1,4,1,1,1,1,4
"2485",2,4,1,4,4,4,5,2,2,2,3,5,1,4,5
"2486",5,5,3,4,5,4,5,3,3,5,4,5,4,5,5
"2487",4,4,1,1,1,4,3,1,1,4,4,4,1,2,4
"2488",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"2489",5,5,1,1,5,5,3,5,1,1,5,3,1,5,5
"2490",1,1,1,1,2,1,1,1,1,1,0,1,1,1,1
"2491",5,2,2,2,4,4,2,2,1,4,5,4,2,2,5
"2492",1,1,1,1,1,3,1,1,1,1,2,1,1,1,3
"2493",5,5,1,5,5,5,5,1,3,1,1,5,5,5,5
"2494",2,1,4,1,1,1,1,3,1,2,1,1,1,1,4
"2495",4,4,5,4,4,4,4,5,2,2,3,3,2,2,3
